enemyId,name,battlerName,tier,oldPower,newPower,rank,familyOrder
144,"嗜血伯爵異化·極","InfinityTower/infty-enermy-45",2,2964,19623,133,45
145,"紫衣刀客","InfinityTower/infty-enermy-46",0,2967,19681,134,46
146,"紫衣刀客異化","InfinityTower/infty-enermy-46",1,2970,19738,135,46
147,"紫衣刀客異化·極","InfinityTower/infty-enermy-46",2,2974,19795,136,46
148,"雙斧牛頭怪","InfinityTower/infty-enermy-47",0,2992,19853,137,47
149,"雙斧牛頭怪異化","InfinityTower/infty-enermy-47",1,2995,19910,138,47
150,"雙斧牛頭怪異化·極","InfinityTower/infty-enermy-47",2,2998,19967,139,47
151,"鞭擊魔女","InfinityTower/infty-enermy-48",0,3001,20025,140,48
152,"鞭擊魔女異化","InfinityTower/infty-enermy-48",1,3004,20082,141,48
153,"鞭擊魔女異化·極","InfinityTower/infty-enermy-48",2,3007,20139,142,48
154,"獨眼青鬼","InfinityTower/infty-enermy-49",0,3026,20197,143,49
155,"獨眼青鬼異化","InfinityTower/infty-enermy-49",1,3029,20254,144,49
156,"獨眼青鬼異化·極","InfinityTower/infty-enermy-49",2,3032,20311,145,49
160,"冥界死鐮","InfinityTower/infty-enermy-51",0,3035,20368,146,50
158,"冥界死鐮異化","InfinityTower/infty-enermy-51",1,3038,20426,147,50
161,"冥界死鐮異化","InfinityTower/infty-enermy-51",1,3041,20483,148,50
159,"冥界死鐮異化·極","InfinityTower/infty-enermy-51",2,3060,20540,149,50
162,"冥界死鐮異化·極","InfinityTower/infty-enermy-51",2,3063,20598,150,50
163,"失控石像鬼","InfinityTower/infty-enermy-52",0,3066,20655,151,51
166,"失控石像鬼","InfinityTower/infty-enermy-52",0,3069,20712,152,51
164,"失控石像鬼異化","InfinityTower/infty-enermy-52",1,3072,20770,153,51
167,"失控石像鬼異化","InfinityTower/infty-enermy-52",1,3075,20827,154,51
165,"失控石像鬼異化·極","InfinityTower/infty-enermy-52",2,3094,20884,155,51
168,"失控石像鬼異化·極","InfinityTower/infty-enermy-52",2,3097,20942,156,51
169,"紫翼惡魔帕斯卡","InfinityTower/infty-enermy-53",0,3100,20999,157,52
172,"紫翼惡魔帕斯卡","InfinityTower/infty-enermy-53",0,3103,21056,158,52
170,"紫翼惡魔帕斯卡異化","InfinityTower/infty-enermy-53",1,3106,21114,159,52
173,"紫翼惡魔帕斯卡異化","InfinityTower/infty-enermy-53",1,3125,21171,160,52
171,"紫翼惡魔帕斯卡異化·極","InfinityTower/infty-enermy-53",2,3128,21228,161,52
174,"紫翼惡魔帕斯卡異化·極","InfinityTower/infty-enermy-53",2,3131,21286,162,52
178,"翡翠魔龍歐幾里德","InfinityTower/infty-enermy-54",0,3134,21343,163,53
176,"翡翠魔龍歐幾里德異化","InfinityTower/infty-enermy-54",1,3137,21400,164,53
179,"翡翠魔龍歐幾里德異化","InfinityTower/infty-enermy-54",1,3140,21458,165,53
177,"翡翠魔龍歐幾里德異化·極","InfinityTower/infty-enermy-54",2,3159,21515,166,53
180,"翡翠魔龍歐幾里德異化·極","InfinityTower/infty-enermy-54",2,3162,21572,167,53
184,"千目母體笛卡兒","InfinityTower/infty-enermy-55",0,3165,21629,168,54
182,"千目母體笛卡兒異化","InfinityTower/infty-enermy-55",1,3168,21687,169,54
185,"千目母體笛卡兒異化","InfinityTower/infty-enermy-55",1,3170,21744,170,54
183,"千目母體笛卡兒異化·極","InfinityTower/infty-enermy-55",2,3174,21801,171,54
186,"千目母體笛卡兒異化·極","InfinityTower/infty-enermy-55",2,3193,21859,172,54
187,"地獄三頭亞基米德","InfinityTower/infty-enermy-56",0,3196,21916,173,55
190,"地獄三頭亞基米德","InfinityTower/infty-enermy-56",0,3198,21973,174,55
188,"地獄三頭亞基米德異化","InfinityTower/infty-enermy-56",1,3202,22031,175,55
191,"地獄三頭亞基米德異化","InfinityTower/infty-enermy-56",1,3205,22088,176,55
189,"地獄三頭亞基米德異化·極","InfinityTower/infty-enermy-56",2,3208,22145,177,55
192,"地獄三頭亞基米德異化·極","InfinityTower/infty-enermy-56",2,3226,22203,178,55
193,"千手面神畢達哥拉斯","InfinityTower/infty-enermy-57",0,3230,22260,179,56
196,"千手面神畢達哥拉斯","InfinityTower/infty-enermy-57",0,3233,22317,180,56
194,"千手面神畢達哥拉斯異化","InfinityTower/infty-enermy-57",1,3235,22375,181,56
197,"千手面神畢達哥拉斯異化","InfinityTower/infty-enermy-57",1,3238,22432,182,56
195,"千手面神畢達哥拉斯異化·極","InfinityTower/infty-enermy-57",2,3241,22489,183,56
198,"千手面神畢達哥拉斯異化·極","InfinityTower/infty-enermy-57",2,3261,22547,184,56
199,"滅世魔尊費馬","InfinityTower/infty-enermy-58",0,3263,22604,185,57
202,"滅世魔尊費馬","InfinityTower/infty-enermy-58",0,3266,22661,186,57
200,"滅世魔尊費馬異化","InfinityTower/infty-enermy-58",1,3269,22719,187,57
203,"滅世魔尊費馬異化","InfinityTower/infty-enermy-58",1,3273,22776,188,57
204,"滅世魔尊費馬異化·極","InfinityTower/infty-enermy-58",2,3275,22833,189,57
205,"仙人掌巨獸","InfinityTower/infty-enermy-59",0,3294,22890,190,58
208,"仙人掌巨獸","InfinityTower/infty-enermy-59",0,3297,22948,191,58
206,"仙人掌巨獸異化","InfinityTower/infty-enermy-59",1,3301,23005,192,58
209,"仙人掌巨獸異化","InfinityTower/infty-enermy-59",1,3303,23062,193,58
207,"仙人掌巨獸異化·極","InfinityTower/infty-enermy-59",2,3306,23120,194,58
210,"仙人掌巨獸異化·極","InfinityTower/infty-enermy-59",2,3325,23177,195,58
211,"審判神官牛頓","InfinityTower/infty-enermy-60",0,3328,23234,196,59
214,"審判神官牛頓","InfinityTower/infty-enermy-60",0,3331,23292,197,59
212,"審判神官牛頓異化","InfinityTower/infty-enermy-60",1,3334,23349,198,59
215,"審判神官牛頓異化","InfinityTower/infty-enermy-60",1,3337,23406,199,59
216,"審判神官牛頓異化·極","InfinityTower/infty-enermy-60",2,3340,23464,200,59
218,"冥魂法師左手異化","InfinityTower/infty-enermy-61左手",1,3359,23521,201,60
221,"冥魂法師左手·極異化","InfinityTower/infty-enermy-61左手",1,3362,23578,202,60
219,"冥魂法師左手異化·極","InfinityTower/infty-enermy-61左手",2,3365,23636,203,60
220,"冥魂法師左手·極","InfinityTower/infty-enermy-61左手",2,3368,23693,204,60
222,"冥魂法師左手·極異化·極","InfinityTower/infty-enermy-61左手",2,3371,23750,205,60
224,"冥魂法師右手異化","InfinityTower/infty-enermy-61右手",1,3374,23808,206,61
227,"冥魂法師右手·極異化","InfinityTower/infty-enermy-61右手",1,3393,23865,207,61
242,"冥魂法師左足異化","InfinityTower/infty-enermy-61右手",1,3396,23922,208,61
225,"冥魂法師右手異化·極","InfinityTower/infty-enermy-61右手",2,3399,23980,209,61
226,"冥魂法師右手·極","InfinityTower/infty-enermy-61右手",2,3402,24037,210,61
228,"冥魂法師右手·極異化·極","InfinityTower/infty-enermy-61右手",2,3405,24094,211,61
230,"冥魂法師頭部異化","InfinityTower/infty-enermy-61頭部",1,3408,24151,212,62
233,"冥魂法師頭部·極異化","InfinityTower/infty-enermy-61頭部",1,3427,24209,213,62
231,"冥魂法師頭部異化·極","InfinityTower/infty-enermy-61頭部",2,3430,24266,214,62
232,"冥魂法師頭部·極","InfinityTower/infty-enermy-61頭部",2,3433,24323,215,62
234,"冥魂法師頭部·極異化·極","InfinityTower/infty-enermy-61頭部",2,3436,24381,216,62
236,"冥魂法師右足異化","InfinityTower/infty-enermy-61右足",1,3439,24438,217,63
239,"冥魂法師右足·極異化","InfinityTower/infty-enermy-61右足",1,3458,24495,218,63
237,"冥魂法師右足異化·極","InfinityTower/infty-enermy-61右足",2,3461,24553,219,63
238,"冥魂法師右足·極","InfinityTower/infty-enermy-61右足",2,3464,24610,220,63
240,"冥魂法師右足·極異化·極","InfinityTower/infty-enermy-61右足",2,3467,24667,221,63
245,"冥魂法師左足·極異化","InfinityTower/infty-enermy-61左足",1,3469,24725,222,64
243,"冥魂法師左足異化·極","InfinityTower/infty-enermy-61左足",2,3473,24782,223,64
244,"冥魂法師左足·極","InfinityTower/infty-enermy-61左足",2,3492,24839,224,64
246,"冥魂法師左足·極異化·極","InfinityTower/infty-enermy-61左足",2,3495,24897,225,64
247,"62","Actor3_3",0,3497,24954,226,65
250,"62","Actor3_3",0,3501,25011,227,65
248,"62異化","Actor3_3",1,3504,25069,228,65
251,"62異化","Actor3_3",1,3507,25126,229,65
249,"62異化·極","Actor3_3",2,3525,25183,230,65
252,"62異化·極","Actor3_3",2,3528,25241,231,65
253,"63","InfinityTower/infty-enermy-63",0,3532,25298,232,66
256,"63","InfinityTower/infty-enermy-63",0,3535,25355,233,66
254,"63異化","InfinityTower/infty-enermy-63",1,3537,25412,234,66
257,"63異化","InfinityTower/infty-enermy-63",1,3540,25470,235,66
255,"63異化·極","InfinityTower/infty-enermy-63",2,3560,25527,236,66
258,"63異化·極","InfinityTower/infty-enermy-63",2,3562,25584,237,66
259,"64","InfinityTower/infty-enermy-64",0,3565,25642,238,67
262,"64","InfinityTower/infty-enermy-64",0,3568,25699,239,67
260,"64異化","InfinityTower/infty-enermy-64",1,3572,25756,240,67
263,"64異化","InfinityTower/infty-enermy-64",1,3574,25814,241,67
261,"64異化·極","InfinityTower/infty-enermy-64",2,3593,25871,242,67
264,"64異化·極","InfinityTower/infty-enermy-64",2,3596,25928,243,67
265,"65","InfinityTower/infty-enermy-65",0,3599,25986,244,68
268,"65","InfinityTower/infty-enermy-65",0,3602,26043,245,68
266,"65異化","InfinityTower/infty-enermy-65",1,3605,26100,246,68
269,"65異化","InfinityTower/infty-enermy-65",1,3608,26158,247,68
267,"65異化·極","InfinityTower/infty-enermy-65",2,3627,26215,248,68
270,"65異化·極","InfinityTower/infty-enermy-65",2,3630,26272,249,68
271,"Infinity Beast 3","InfinityTower/infty-enermy-3",0,3633,26330,250,69
272,"Infinity Beast 3異化","InfinityTower/infty-enermy-3",1,3636,26387,251,69
273,"Infinity Beast 3異化·極","InfinityTower/infty-enermy-3",2,3639,26444,252,69
274,"Infinity Beast 50","InfinityTower/infty-enermy-50",0,3658,26502,253,70
275,"Infinity Beast 50異化","InfinityTower/infty-enermy-50",1,3661,26559,254,70
276,"Infinity Beast 50異化·極","InfinityTower/infty-enermy-50",2,3664,26616,255,70
277,"","",0,3667,26673,256,71
278,"","",0,3670,26731,257,72
279,"","",0,3673,26788,258,73
281,"","",0,3692,26845,259,74
282,"","",0,3695,26903,260,75
283,"","",0,3698,26960,261,76
284,"","",0,3701,27017,262,77
285,"","",0,3704,27075,263,78
286,"","",0,3707,27132,264,79
287,"","",0,3726,27189,265,80
288,"","",0,3729,27247,266,81
289,"","",0,3732,27304,267,82
290,"","",0,3735,27361,268,83
291,"","",0,3738,27419,269,84
292,"","",0,3741,27476,270,85
293,"","",0,3760,27533,271,86
294,"","",0,3763,27591,272,87
295,"","",0,3766,27648,273,88
296,"","",0,3769,27705,274,89
297,"","",0,3772,27763,275,90
298,"","",0,3775,27820,276,91
299,"","",0,3794,27877,277,92
300,"","",0,3796,27934,278,93
301,"","",0,3799,27992,279,94
302,"","",0,3803,28049,280,95
303,"","",0,3806,28106,281,96
304,"","",0,3808,28164,282,97
305,"","",0,3827,28221,283,98
306,"","",0,3831,28278,284,99
307,"","",0,3834,28336,285,100
308,"","",0,3836,28393,286,101
309,"","",0,3839,28450,287,102
310,"","",0,3859,28508,288,103
311,"","",0,3861,28565,289,104
312,"","",0,3864,28622,290,105
313,"","",0,3867,28680,291,106
314,"","",0,3870,28737,292,107
315,"","",0,3873,28794,293,108
316,"","",0,3892,28852,294,109
317,"","",0,3895,28909,295,110
318,"","",0,3898,28966,296,111
319,"","",0,3901,29024,297,112
320,"","",0,3904,29081,298,113
321,"","",0,3907,29138,299,114
322,"","",0,3926,29195,300,115
323,"","",0,3929,29253,301,116
324,"","",0,3932,29310,302,117
325,"","",0,3935,29367,303,118
326,"","",0,3938,29425,304,119
327,"","",0,3941,29482,305,120
328,"","",0,3960,29539,306,121
329,"","",0,3963,29597,307,122
330,"","",0,3966,29654,308,123
331,"","",0,3969,29711,309,124
332,"","",0,3972,29769,310,125
333,"","",0,3975,29826,311,126
334,"","",0,3994,29883,312,127
335,"","",0,3997,29941,313,128
336,"","",0,4000,29998,314,129
337,"","",0,4003,30055,315,130
338,"","",0,4006,30113,316,131
339,"","",0,4025,30170,317,132
340,"","",0,4028,30227,318,133
341,"","",0,4031,30285,319,134
342,"","",0,4034,30342,320,135
343,"","",0,4037,30399,321,136
344,"","",0,4040,30456,322,137
345,"","",0,4059,30514,323,138
346,"","",0,4062,30571,324,139
347,"","",0,4065,30628,325,140
348,"","",0,4068,30686,326,141
349,"","",0,4070,30743,327,142
350,"","",0,4074,30800,328,143
351,"","",0,4093,30858,329,144
352,"","",0,4096,30915,330,145
353,"","",0,4098,30972,331,146
354,"","",0,4102,31030,332,147
355,"","",0,4105,31087,333,148
356,"","",0,4107,31144,334,149
357,"","",0,4126,31202,335,150
358,"","",0,4130,31259,336,151
359,"","",0,4133,31316,337,152
360,"","",0,4135,31374,338,153
361,"","",0,4138,31431,339,154
362,"","",0,4141,31488,340,155
363,"","",0,4161,31546,341,156
364,"","",0,4163,31603,342,157
365,"","",0,4166,31660,343,158
366,"","",0,4169,31718,344,159
367,"","",0,4172,31775,345,160
368,"","",0,4175,31832,346,161
369,"","",0,4194,31889,347,162
370,"","",0,4197,31947,348,163
371,"","",0,4200,32004,349,164
372,"","",0,4203,32061,350,165
373,"","",0,4206,32119,351,166
374,"","",0,4225,32176,352,167
375,"","",0,4228,32233,353,168
376,"","",0,4231,32291,354,169
377,"","",0,4234,32348,355,170
378,"","",0,4237,32405,356,171
379,"","",0,4240,32463,357,172
380,"","",0,4259,32520,358,173
381,"","",0,4262,32577,359,174
382,"","",0,4265,32635,360,175
383,"","",0,4268,32692,361,176
384,"","",0,4271,32749,362,177
385,"","",0,4274,32807,363,178
386,"","",0,4293,32864,364,179
387,"","",0,4296,32921,365,180
388,"","",0,4299,32979,366,181
389,"","",0,4302,33036,367,182
390,"","",0,4305,33093,368,183
391,"","",0,4308,33150,369,184
392,"","",0,4327,33208,370,185
393,"","",0,4330,33265,371,186
394,"","",0,4333,33322,372,187
395,"","",0,4336,33380,373,188
396,"","",0,4339,33437,374,189
397,"","",0,4341,33494,375,190
398,"","",0,4361,33552,376,191
399,"","",0,4364,33609,377,192
400,"","",0,4367,33666,378,193
401,"","",0,4369,33724,379,194
402,"","",0,4373,33781,380,195
403,"","",0,4392,33838,381,196
404,"","",0,4395,33896,382,197
405,"","",0,4397,33953,383,198
406,"","",0,4401,34010,384,199
407,"","",0,4404,34068,385,200
408,"","",0,4406,34125,386,201
409,"","",0,4425,34182,387,202
410,"","",0,4428,34240,388,203
411,"","",0,4432,34297,389,204
412,"","",0,4434,34354,390,205
413,"","",0,4437,34411,391,206
414,"","",0,4440,34469,392,207
415,"","",0,4460,34526,393,208
416,"","",0,4462,34583,394,209
417,"","",0,4465,34641,395,210
418,"","",0,4468,34698,396,211
419,"","",0,4472,34755,397,212
420,"","",0,4474,34813,398,213
421,"","",0,4493,34870,399,214
422,"","",0,4496,34927,400,215
423,"","",0,4499,34985,401,216
424,"","",0,4502,35042,402,217
425,"","",0,4505,35099,403,218
426,"","",0,4508,35157,404,219
427,"","",0,4527,35214,405,220
428,"","",0,4530,35271,406,221
429,"","",0,4533,35329,407,222
430,"","",0,4536,35386,408,223
431,"","",0,4539,35443,409,224
432,"","",0,4558,35501,410,225
433,"","",0,4561,35558,411,226
434,"","",0,4564,35615,412,227
435,"","",0,4567,35672,413,228
436,"","",0,4570,35730,414,229
437,"","",0,4573,35787,415,230
438,"","",0,4592,35844,416,231
439,"","",0,4595,35902,417,232
440,"","",0,4598,35959,418,233
441,"","",0,4601,36016,419,234
442,"","",0,4604,36074,420,235
443,"","",0,4607,36131,421,236
444,"","",0,4626,36188,422,237
445,"","",0,4629,36246,423,238
446,"","",0,4632,36303,424,239
447,"","",0,4635,36360,425,240
448,"","",0,4638,36418,426,241
449,"","",0,4640,36475,427,242
450,"","",0,4660,36532,428,243
451,"","",0,4663,36590,429,244
452,"","",0,4666,36647,430,245
453,"","",0,4668,36704,431,246
454,"","",0,4672,36762,432,247
455,"","",0,4675,36819,433,248
456,"","",0,4694,36876,434,249
457,"","",0,4696,36933,435,250
458,"","",0,4699,36991,436,251
459,"","",0,4703,37048,437,252
460,"","",0,4706,37105,438,253
461,"","",0,4708,37163,439,254
462,"","",0,4727,37220,440,255
463,"","",0,4731,37277,441,256
464,"","",0,4733,37335,442,257
465,"","",0,4736,37392,443,258
466,"","",0,4739,37449,444,259
467,"","",0,4759,37507,445,260
468,"","",0,4761,37564,446,261
469,"","",0,4764,37621,447,262
470,"","",0,4767,37679,448,263
471,"","",0,4770,37736,449,264
472,"","",0,4773,37793,450,265
473,"","",0,4792,37851,451,266
